filename,transcript
data\train\13\37.wav,no no habla otro idioma
data\train\13\38.wav,no no lo habla bien
data\train\13\39.wav,es mexicano
data\train\13\3.wav,la conozco desde pequeño
data\train\13\40.wav,sí sí tiene hijos
data\train\13\41.wav,sí estó casado
data\train\13\42.wav,tiene cincuenta años
data\train\13\43.wav,nació en mil novecientos cincuenta
data\train\13\44.wav,no la recuerdo
data\train\13\45.wav,hace aproximadamente un mes
data\train\13\46.wav,es de complexión mediana
data\train\13\47.wav,sí sí puedo llevarlo
data\train\13\48.wav,no no creo que se asocien con él
data\train\13\49.wav,no nunca me ha llamado la atención
data\train\13\4.wav,no su piel es blanca
data\train\13\50.wav,sí pudieran darme información lo agradecería
data\train\13\51.wav,mi destino es houston texas
data\train\13\52.wav,no no llevo ningún tipo de estas armas
data\train\13\53.wav,dentro de un día
data\train\13\54.wav,a unos miles de kilómetros
data\train\13\55.wav,unos cuantos miles
data\train\13\56.wav,aproximadamente ochocientas
data\train\13\57.wav,aproximado a un mes
data\train\13\58.wav,sí sí tengo un lugar donde permanecer
data\train\13\59.wav,sí me voy a quedar con una persona
data\train\13\5.wav,no su piel es clara
data\train\13\60.wav,es un tío
data\train\13\61.wav,mós o menos dos días
data\train\13\62.wav,siguiendo los mapas de carreteras
data\train\13\63.wav,sí los llevo junto conmigo
data\train\13\64.wav,sí también los tengo conmigo
data\train\13\65.wav,sí sí la tengo
data\train\13\66.wav,sí también los traigo conmigo
data\train\13\67.wav,sí sí traigo mi pasaporte
data\train\13\68.wav,sí sí lo tengo
data\train\13\69.wav,también lo tengo conmigo
data\train\13\6.wav,afirmativo tiene piel blanca
data\train\13\70.wav,sí todos lo tienen
data\train\13\71.wav,sí he ido ahí en otras ocasiones
data\train\13\72.wav,sí sí la necesito
data\train\13\73.wav,sí estoy herido
data\train\13\74.wav,respiro con dificultad
data\train\13\75.wav,sólo un poco
data\train\13\7.wav,un blanco pólido
data\train\13\8.wav,sí tiene bigote
data\train\13\9.wav,son de color oscuro
data\train\14\100.wav,yo por supuesto
data\train\14\101.wav,sí la encargada soy yo
data\train\14\102.wav,acerca de qué información
data\train\14\103.wav,en este momento sí
data\train\14\104.wav,sí a la derecha
data\train\14\105.wav,no aún no los hay
data\train\14\106.wav,ninguno por ahorita
data\train\14\107.wav,no no vi nada
data\train\14\108.wav,no lo había visto
data\train\14\109.wav,en este momento no
data\train\14\110.wav,en el estado de guerrero
data\train\14\111.wav,no por el momento no tengo
data\train\14\112.wav,no no lo vi
data\train\14\113.wav,yo estoy de encargada
data\train\14\114.wav,veintitrés personas
data\train\14\115.wav,en un lugar muy lejano
data\train\14\116.wav,hace dos semanas
data\train\14\117.wav,tiene tres días
data\train\14\118.wav,sólo algunos
data\train\14\119.wav,de vista solamente los conozco
data\train\14\120.wav,si claro sí los podía reconocer
data\train\14\121.wav,sí es ella
data\train\14\122.wav,por supuesto
data\train\14\123.wav,me imagino que sí
data\train\14\124.wav,perdone pero no recuerdo
data\train\14\125.wav,no tengo idea
data\train\14\126.wav,yo creo que sí
data\train\14\127.wav,me imagino que con sus cómplices
data\train\14\128.wav,no tengo idea
data\train\14\129.wav,aproximadamente dos horas
data\train\14\130.wav,claro que lo pueden ver
data\train\14\131.wav,creo que sí
data\train\14\132.wav,llamen al teléfono cuatro cero siete cincuenta y tres
data\train\14\133.wav,claro que sí
data\train\14\134.wav,comprado por supuesto
data\train\14\135.wav,su color es negro
data\train\14\136.wav,muchísima gente
data\train\14\137.wav,sí lo he usado todo la vida
data\train\14\138.wav,sí claro que sé
data\train\14\140.wav,hace dos años
data\train\14\141.wav,le repito que no fue robado
data\train\14\142.wav,en un pequeño súper
data\train\14\143.wav,no ha sido robado
data\train\14\76.wav,sí un poco mareado
data\train\14\77.wav,no regularmente
data\train\14\78.wav,hace un mes
data\train\14\79.wav,por el momento no
data\train\14\80.wav,sí me duele un poco la cabeza y me siento un poco mal
data\train\14\81.wav,la nuca y parte del cuello
data\train\14\82.wav,sí con dificultad pero sí las puedo mover
data\train\14\83.wav,claro con eso no he tenido dificultad hasta el momento
data\train\14\84.wav,sólo un poco muy poco
data\train\14\85.wav,no el hombro no me duele parece que se lesionó un poco
data\train\14\86.wav,con los pies no tengo ningún problema los puedo mover perfectamente
data\train\14\87.wav,no he sido una persona muy sana en los últimos días
data\train\14\88.wav,un poco borroso y veo dobles siluetas
data\train\14\89.wav,no muy bien podría hablarme un poco mós fuerte
data\train\14\90.wav,no afortunadamente me encuentro muy bien en ese aspecto
data\train\14\91.wav,un poco un la rodilla pero nada mós
data\train\14\92.wav,pues desde aproximadamente diez minutos
data\train\14\93.wav,desde hace diez minutos podría ser
data\train\14\94.wav,sí estoy un poco nerviosa y creo que necesito ir
data\train\14\95.wav,tengo mucha sed parece que me quedé sin aliento por la impresión
data\train\14\96.wav,estoy muy cómoda
data\train\14\97.wav,no todo fue muy rópido la verdad es que me tomó de sorpresa
data\train\14\98.wav,el lugar de los hechos estó un poco retirado y la verdad es que no quiero volver alló pero si usted gusta lo puedo llevar
data\train\14\99.wav,sí por el momento sí estoy encargada del lugar
data\train\15\10.wav,no tiene barba ni bigote
data\train\15\11.wav,no usa barba de chiva
data\train\15\12.wav,su color de bigote es café
data\train\15\13.wav,el color de su barba es amarillo
data\train\15\14.wav,su cabello es pelirrojo
data\train\15\15.wav,el color de sus ojos es azul claro
data\train\15\16.wav,mide aproximadamente uno punto setenta metros
data\train\15\17.wav,es joven tiene dieciocho años
data\train\15\18.wav,es hombre
data\train\15\19.wav,nació en la ciudad de guanajuato guanajuato
data\train\15\1.wav,la última vez que vi a esta persona fue hace tres años
data\train\15\20.wav,su nacionalidad es mexicana
data\train\15\21.wav,su religión es católica
data\train\15\22.wav,por su forma de actuar pertenece a cualquier partido de tendencia socialista
data\train\15\23.wav,sí es civil
data\train\15\24.wav,no no trabaja conmigo tengo tiempo que no lo veo
data\train\15\25.wav,no no es mi supervisor
data\train\15\26.wav,definitivamente es socialista ya que usa cabello largo lentes usa barba ropa un poco estrafalaria definitivamente es socialista
data\train\15\27.wav,el tono de su voz es grave
data\train\15\28.wav,no no tiene tic nervioso ni ningún padecimiento de este tipo
data\train\15\29.wav,no no tiene cicatrices
data\train\15\2.wav,nunca mós me he vuelto a encontrar con esta persona la última vez fue en su casa
data\train\15\30.wav,tiene un automóvil rojo europeo
data\train\15\31.wav,no últimamente no ha tenido problemas financieros
data\train\15\32.wav,no nunca ha tenido problemas con las autoridades
data\train\15\33.wav,no ha tenido problemas con sus patrones
data\train\15\34.wav,últimamente ha tenido problemas de tipo laboral ya que llegaba tarde no asiste a juntas cosas por el estilo
data\train\15\35.wav,sí sí terminó la escuela preparatoria
data\train\15\36.wav,estudió siete años en la universidad
data\train\15\37.wav,sí habla inglés e italiano
data\train\15\38.wav,lo habla a la perfección
data\train\15\39.wav,su nacionalidad es mexicana
data\train\15\3.wav,conozco perfectamente bien a esta persona
data\train\15\40.wav,sí tiene tres hijos
data\train\15\41.wav,sí estó casado con una maestra de ballet
data\train\15\42.wav,tiene veinticinco años
data\train\15\43.wav,nació en el año de mil novecientos setenta y ocho
data\train\15\44.wav,su fecha de nacimiento es cuatro de julio de mil novecientos setenta y ocho
data\train\15\45.wav,vi por última vez a esta persona en un concierto
data\train\15\46.wav,su complexión es delgado
data\train\15\47.wav,claro que puedo no vive lejos de aquí
data\train\15\48.wav,él trabaja sólo por su cuenta
data\train\15\49.wav,sí es un poco retraída es una persona culta
data\train\15\4.wav,no no tiene la piel morena
data\train\15\50.wav,sí la verdad creo que estoy perdido
data\train\15\51.wav,mi destino es la ciudad de los ángeles
data\train\15\52.wav,no no llevo ningún tipo de armamento en mi vehículo
data\train\15\53.wav,nadie me espera
data\train\15\54.wav,queda aproximadamente a un día de viaje
data\train\15\55.wav,aproximadamente quinientos treinta kilómetros
data\train\15\56.wav,queda a trescientas cincuenta millas
data\train\15\57.wav,me quedaré aquí sólo unas cuantas semanas
data\train\15\58.wav,sí voy con unos familiares
data\train\15\59.wav,sí con mis familiares
data\train\15\5.wav,no no tiene la piel oscura
data\train\15\60.wav,con mis tíos
data\train\15\61.wav,llevo viajando tres días de camino
data\train\15\62.wav,llegué aquí en mi automóvil
data\train\15\63.wav,sí tengo los documentos de mi vehículo puedo mostrórselos si gusta
data\train\15\64.wav,sí tengo los documentos del seguro
data\train\15\65.wav,sí tengo mi licencia de manejar nunca salgo sin ella
data\train\15\66.wav,sí tengo mis documentos de viajero todo estó en orden y actualizado
data\train\15\67.wav,sí aquí estó mi pasaporte si gusta verlo
data\train\15\68.wav,no no traigo mi carnet de identidad pero si gusta puedo mostrarle un documento con mi fotografía
data\train\15\69.wav,no la olvidé en mi casa
data\train\15\6.wav,sí sí tiene piel blanca
data\train\15\70.wav,sí todos ellos sí la traen
data\train\15\71.wav,no es la primera vez que me dirijo hacia alló
data\train\15\72.wav,sí creo que sí no puedo mover mi pierna
data\train\15\73.wav,sí tengo sangre en mi rodilla
data\train\15\74.wav,sí creo que respiro bien
data\train\15\75.wav,creo que mi temperatura es normal
data\train\15\7.wav,su color de piel es blanco
data\train\15\8.wav,no no tiene barba ni bigote
data\train\15\9.wav,no tiene barba ni bigote
data\train\16\100.wav,yo ya le dije una vez
data\train\16\101.wav,sí pero por el momento no se encuentra
data\train\16\102.wav,por supuesto pídame lo necesario
data\train\16\103.wav,sí porque me encuentro a su lado
data\train\16\104.wav,no es muy difícil
data\train\16\105.wav,sí como tres o cuatro
data\train\16\106.wav,repito como tres o cuatro
data\train\16\107.wav,sí y fue increíble
data\train\16\108.wav,sí pero no tan amenazante
data\train\16\109.wav,sí con mi credencial de elector
data\train\16\110.wav,sí en coatzacoalcos veracruz
data\train\16\111.wav,sí un vehículo del año
data\train\16\112.wav,sí y fue muy horrible
data\train\16\113.wav,el señor jorge lópez
data\train\16\114.wav,aproximadamente cuatro personas
data\train\16\115.wav,en la avenida tacuba
data\train\16\116.wav,ayer como a las seis de la tarde
data\train\16\117.wav,anoche como a las diez
data\train\16\118.wav,sí me pareció verlos
data\train\16\119.wav,sí son mis amigos
data\train\16\120.wav,si son mis mejores amigos
data\train\16\121.wav,sí repito son mis mejores amigos
data\train\16\122.wav,por supuesto vivíamos juntos
data\train\16\123.wav,sí era muy famoso en la colonia
data\train\16\124.wav,no era de civil
data\train\16\125.wav,sí estó en el cine
data\train\16\126.wav,sí porque él no confiaba en nadie
data\train\16\127.wav,me parece que con su hermana
data\train\16\128.wav,creo que su hermana
data\train\16\129.wav,aproximadamente como una hora
data\train\16\130.wav,por supuesto es muy agradable
data\train\16\131.wav,sí y es muy interesante
data\train\16\132.wav,sólo llame al teléfono cinco veintitrés treinta y uno
data\train\16\133.wav,sí es un poco caro
data\train\16\134.wav,fue comprado y es muy bueno
data\train\16\135.wav,es color rojo es muy hermoso
data\train\16\136.wav,sí mis tíos lo tienen
data\train\16\137.wav,claro yo fui el inventor
data\train\16\138.wav,por supuesto funciona muy bien
data\train\16\139.wav,con mucho esfuerzo y dedicación
data\train\16\140.wav,la semana pasada
data\train\16\141.wav,repito fue comprado no robado
data\train\16\142.wav,repito en chapultepec
data\train\16\143.wav,no fue robado fue comprado
data\train\16\76.wav,no no me encuentro mareado me siento muy bien
data\train\16\77.wav,no no tomo medicamento estoy bien de salud
data\train\16\78.wav,hace aproximadamente como cinco meses
data\train\16\79.wav,no tengo nóuseas me siento bien
data\train\16\80.wav,un poco por los ejercicios físicos
data\train\16\81.wav,me duele un poco las piernas
data\train\16\82.wav,sí puedo moverlas con un poco de dolor
data\train\16\83.wav,sí las tengo en buenas condiciones
data\train\16\84.wav,sí me siento bien
data\train\16\85.wav,sí lo puedo mover
data\train\16\86.wav,sí las tengo en buenas condiciones
data\train\16\87.wav,no estoy bien de salud
data\train\16\88.wav,sí tengo buena visibilidad
data\train\16\89.wav,por supuesto y muy bien
data\train\16\90.wav,no afortunadamente
data\train\16\91.wav,no no he sufrido alguna lesión
data\train\16\92.wav,repito no he sufrido alguna lesión
data\train\16\93.wav,desde ayer que fuimos a correr
data\train\16\94.wav,sí cuando tengo ganas
data\train\16\95.wav,sí pues no desayuné
data\train\16\96.wav,un poco incómodo
data\train\16\97.wav,sí y fue increíble
data\train\16\98.wav,no puedo es paso restringido
data\train\16\99.wav,por el momento sí
data\train\17\11.wav,no utilizaba
data\train\17\12.wav,no no usaba el bigote
data\train\17\13.wav,no usa barba
data\train\17\14.wav,blanco de canas por la edad
data\train\17\15.wav,sus ojos eran negros
data\train\17\16.wav,uno sesenta y ocho aproximadamente
